STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",13,18.3,7.3,7.1,51,1.6,2.4,19,40,2014
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",13,19.6,7.7,7.2,50,1.6,2,19,36,2014
1633,"SIMSANG RIVER WILLIAMNAGAR, 13",13,23.7,7.6,7.3,115,2.1,3.7,301,528,2014
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",13,18.2,6.2,7,81,2.4,5.1,36,79,2014
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",13,18.8,7.2,7.1,66,1.9,3.4,28,63,2014
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",13,18.9,7.4,7.1,57,1.5,2.9,13,40,2014
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",13,25.1,7.5,7.4,144,1.7,3.5,26,59,2014
3350,UMKHEN AT WAHKDAIT,13,18.8,7.1,7.1,63,1.9,5.6,22,48,2014
3351,UMKHEN AT KSEHPONGDENG,13,20.2,7.3,7.2,65,1.9,3.3,24,48,2014
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",13,20,7.3,7.3,65,2,3,25,54,2014
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",13,18.5,1.5,6.9,345,33.9,16.9,23232,34251,2014
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",13,18.8,3.9,7.1,233,17,10.5,13174,22223,2014
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",13,18.3,1,7.2,376,57.2,20.3,48665,83554,2014
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",13,18.5,0.9,7.2,506,61.1,19.6,64250,106333,2014
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",13,18.2,7.2,7,66,1.9,3.7,28,60,2014
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",13,22.1,7.7,7.2,62,1.6,3,27,59,2014
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",13,17.6,7.3,6.9,61,2.2,2,25,52,2014
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",13,18.7,1.2,7.1,380,45.7,15.6,51583,94083,2014
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",13,18.7,3.2,7.1,258,23.5,10.3,31833,54083,2014
1427,"UMTREW AT BYRNIHAT EAST, 13",13,23.1,7.2,7.2,124,6.9,4.5,348,552,2014
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",13,22.6,7.2,7.1,65,2.1,2.4,56,120,2014
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",13,20,7.5,7.3,64,1.9,3.3,21,42,2014
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",13,19.9,7.6,7.3,65,1.9,3.8,21,43,2014
2050,TLAWNG UPSTREAM AIZAWL,14,24.5,7.1,7.3,269,1.4,0.1,NAN,115,2014
2051,TLAWNG DOWNSTREAM AIZAWL,14,24.4,7.2,7.3,275,1.5,0.1,4,68,2014
2052,TUIRIAL UPPER CATCHMENT,14,23.6,6.9,7.1,186,1.6,0.1,NAN,29,2014
2053,TUIRIAL LOWER CATCHMENT,14,23.5,6.8,7.1,201,1.4,0.2,NAN,86,2014
1403,"GUMTI AT U/S SOUTH 15,15",15,27.3,6.2,7.8,165,2.1,0,282,340,2014
1404,"GUMTI AT D/S SOUTH 15, 15",15,29.1,6.4,7.8,158,4.1,0.5,458,500,2014
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, 15",15,26.6,6.6,7.9,210,4.2,1.9,510,572,2014
2,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",16,NAN,NAN,0,208,NAN,NAN,NAN,NAN,2013
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,17",17,27.1,7.3,7.9,693,0.5,1,161,173,2013
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), 17",17,27.3,5,7.6,1676,1.8,8,329,174,2013
1865,RIVER DHADAR AT KOTHADA,17,NAN,NAN,0,506,NAN,6,26,227,2013
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,17",17,24.5,6,7.7,1863,8.6,1,47,1183,2013
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,17,NAN,NAN,NAN,24300,NAN,7,22474,24,2013
1149,"KOLAK AT PATALIA BDG., 17",17,27.5,5.3,7.8,817,2.8,1,9,23,2013
1436,"BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY, 17",17,28.3,4.3,7.8,2307,103.8,1.23,NAN,1817,2013
1860,BALEHWAR KHADI AT N.H. NO 8,17,28.4,4.5,8.3,1287,1.5,11,116,5,2013
2082,TRIVENI SANGAM,17,NAN,NAN,NAN,NAN,NAN,0,NAN,2,2013
1148,"AMBIKA AT BILIMORA, 17",17,27.6,6.8,8.2,1862,2.5,0.87,7,64,2013
3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",17,NAN,5,8,NAN,0.7,0,NAN,NAN,2013
3204,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",17,NAN,3,7.7,NAN,0.4,0,NAN,NAN,2013
1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,17,27,6.7,8.1,2520,7.2,1,6,41,2013
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,17,29,8.2,8.4,606,2.9,0,NAN,NAN,2013
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, 1",1,30,5.6,7.5,41,2,0.08,7022,13410,2013
1475,ZUARI AT PANCHAWADI,1,30.4,5.5,6.7,209,0.8,0.17,1893,2915,2013
3181,RIVER ZUARI AT BORIM BRIDGE,1,30.8,5.5,7.1,123,1.5,0.09,3293,6264,2013
3182,RIVER ZUARI AT MARCAIM JETTY,1,30.3,5.3,7.3,182,1.5,0.08,1976,3080,2013
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, 1",1,30.1,6,7.6,100,1.2,0.17,5129,6086,2013
1476,"MANDOVI AT TONCA, MARCELA, 1",1,29.9,5.7,6.9,111,1,0.14,939,3061,2013
3185,RIVER MANDOVI AT AMONA BRIDGE,1,29.1,6.4,7.1,140,1.1,0.1,4464,7908,2013
3186,RIVER MANDOVI AT IFFI JETTY,1,29.9,6.2,7.8,44,2,0.06,9429,9320,2013
3187,RIVER MANDOVI NEAR HOTEL MARRIOT,1,29.8,6.1,7.6,43,1.8,0.06,6668,9554,2013
1543,"RIVER KALNA AT CHANDELNAN PERNEM, 1",1,27.9,7,6.9,64,1.1,0.09,1641,2841,2013
1548,"RIVER ASSONORA AT ASSONORA, 1",1,28.2,6.6,6.5,62,1,0.14,4073,7190,2013
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",1,29.6,7,6.8,304,2,0.49,12140,23867,2013
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",1,28.8,7,7,55,1.2,0.66,1298,2813,2013
3189,RIVER CHAPORA AT SIOLIM,1,29.5,6.3,7.6,213,1.5,0.06,3803,7069,2013
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, 1",1,29.8,6.7,6.8,83,1.2,0.17,2140,3559,2013
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",1,29.7,7.1,6.6,76,1,0.12,2367,3527,2013
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",1,28.7,6.7,6.6,107,1.3,0.22,2461,3757,2013
1545,"RIVER MADAI AT DABOS NAN  VALPOI, 1",1,27.9,7.2,6.7,89,0.9,0.06,832,1996,2013
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,1,29.3,4.2,6.7,192,2,0.16,4448,9286,2013
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",1,28.6,6.3,6.6,79,1.6,0.19,2830,6054,2013
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",1,29.8,5.6,7.7,142,1.7,0.14,1831,3644,2013
3183,"RIVER SAL AT KHAREBAND, MARGAO",1,28.6,2.8,6.4,424,3.2,0.35,12658,21036,2013
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",1,30.6,5.2,7.1,306,2.6,0.34,1411,1525,2013
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),1,30.3,5.6,7.7,40,1.5,0.07,4153,7130,2013
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,1,30.4,5.5,7.7,40,1.5,0.08,7086,12282,2013
1547,"RIVER TALPONA AT CANACONA, 1",1,29.6,6.9,6.7,63,0.9,0.21,691,1132,2013
3188,RIVER TIRACOL AT TIRACOL,1,29.6,6.3,7.6,227,1.7,0.08,3622,3612,2013
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, 1",1,29.5,7.1,6.6,68,1.1,0.13,4124,8167,2013
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",2,26.7,6.9,7.7,121,3.3,1,77,163,2013
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), 2",2,29.3,7.2,8.2,112,3.3,1,39,94,2013
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",2,28,6.9,7.7,103,3.7,0.57,48,103,2013
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",2,28.2,6.9,7.6,104,3.5,0.75,37,79,2013
1092,"KALU AT ATALE VILLAGE, 2",2,26.5,6.4,7.4,1003,4.3,2.89,524,753,2013
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",2,20.7,6.3,8.3,408,2.7,1.58,64,157,2013
1152,"KUNDALIKA AT ROHA CITY, 2",2,27.2,6.7,7.8,105,3.6,1,43,89,2013
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),2,27.5,6.3,7.6,209,4.4,1.86,48,98,2013
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",2,26,5.9,7.6,13768,5,1.79,166,300,2013
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",2,26.5,7.3,7.7,86,3.2,1,50,93,2013
2168,MITHI RIVER,2,27,3.6,7.4,6487,30.5,1.5,534,745,2013
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",2,27.3,6.3,8.3,999,3.3,1.78,4,112,2013
1151,"PATALGANGA AT SHILPHATA, 2",2,28.7,7.2,7.7,125,3.3,1,39,89,2013
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, 2",2,28.4,7.1,7.5,127,3.4,4.4,17,63,2013
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",2,28.7,7.1,7.4,5300,38,1,388,667,2013
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",2,28.7,7.2,7.6,127,3.2,1,22,51,2013
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",2,28.7,7,7.6,126,3.3,1,20,63,2013
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",2,28.7,7.2,7.6,126,3.4,1.89,29,64,2013
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",2,28.7,7.1,7.8,112,3.2,0.63,43,88,2013
2199,SAVITRI RIVER AT OVALE VILLAGE.,2,29.3,6.8,7.7,9590,3.6,4.57,3,124,2013
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",2,28.3,6.8,7.4,174,3.7,2.26,4,124,2013
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",2,28.7,6.8,7.6,2572,3.3,4.22,4,118,2013
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",2,29.2,6.7,7.8,6030,4.4,4.78,4,138,2013
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",2,28.7,6.8,7.7,7207,3.9,4.25,3,120,2013
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",2,27.2,6.8,8.1,167,3.8,1,32,85,2013
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",2,27.2,6.8,8,173,3.5,1,53,98,2013
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",2,27.2,7,8,168,3.6,1,44,83,2013
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",2,28,6.9,7.9,131,3.5,0.75,41,96,2013
1094,"ULHAS AT U/S OF BADLAPUR, 2",2,26.2,7,7.6,125,3.5,0.6,33,63,2013
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,2,26.2,7.2,7.5,132,3.3,0.9,38,88,2013
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",2,28.2,7.2,7.7,119,3.3,1,35,68,2013
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,2,24.5,6.9,7.5,159,2.8,1,3,82,2013
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",2,24.5,6.7,7.7,141,3.3,3,4,90,2013
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",2,24.5,7.3,7.7,132,2.9,2,3,88,2013
1342,"ACHENKOIL AT THUMPAMON, 3",3,24,6.4,7.3,76,1.7,0.62,199,788,2013
1443,"ACHENKOIL AT CHENNITHULA, 3",3,24.9,6,7.1,85,1.7,0.53,262,538,2013
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",3,24.3,6.3,7.1,69,1.3,0.57,248,593,2013
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",3,24.8,6.5,7.3,76,1.6,0.55,226,545,2013
2297,R ANCHARAKANDY AT MERUVAMBA,3,26.4,6.7,6.6,60,1.2,0.34,228,435,2013
2319,R ANCHARAKANDY AT MERUVAMBA,3,27,7,6.6,3544,1.5,0.37,208,435,2013
2286,R AYROOR AT AYROOR BRIDGE,3,26.6,6.7,7.3,51,0.8,0.35,547,1567,2013
2331,R BHARATHAPUZHA AT KUTTIPPURAM,3,28.6,6.9,7.7,107,0.7,0.46,255,443,2013
2332,R BHARATHAPUZHA AT PATTAMBI,3,28.8,6.7,7.9,173,0.9,0.56,191,426,2013
1154,"CHALAKUDY AT PULICKALKANANDAVU, 3",3,28,5.6,6.9,126,1.2,0.67,266,990,2013
20,"CHALIYAR AT KOOLIMADU, 3",3,27.4,7.3,7.4,70,0.8,0.31,2984,4208,2013
21,"CHALIYAR AT CHUNGAPALLY, 3",3,27.5,6.9,7.4,12754,0.8,0.29,1807,2557,2013
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",3,26.8,7.1,7.4,80,0.6,0.5,1921,2831,2013
1572,"CHANDRAGIRI AT PADIYATHADKA, 3",3,30,7.2,6.9,62,1.3,0.11,33,150,2013
1573,"CHITRAPUZHA AT IRUMPANAM, 3",3,28.8,3.4,6.7,2965,2.3,1.11,271,1236,2013
2295,R CORAPUZHA AT KANAYANKODE,3,27.4,6.1,7.2,15871,0.9,0.25,1667,2975,2013
1564,"R ITHIKKARA AT AYUR, 3",3,24.8,6.4,7.2,120,1.9,0.77,258,618,2013
2287,R ITHIKKARA AT ITHIKKARA,3,23.6,6.2,7.2,7448,2,1.01,184,483,2013
1566,"R KADALUNDI AT THIRURANGADY, 3",3,29.8,6.6,6.9,77,1.6,0.29,264,756,2013
2293,R KADALUNDI AT HAJIRAPPALLY,3,30.2,6.8,7,72,1.7,0.2,249,785,2013
2337,R KADAMBAYAR AT BRAHMAPURAM,3,28.2,2.9,6.7,305,2.2,1.28,403,1623,2013
2338,R KADAMBAYAR AT MANCKAKADAVU,3,27.7,3,6.6,86,2,0.39,357,1319,2013
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, 3",3,23.9,6.7,7.1,79,1.6,0.34,313,738,2013
2294,R KALLAI AT KALLAI BRIDGE,3,27.4,3.6,7.3,32790,2.6,0.59,64259,112867,2013
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",3,27.8,6.1,7.8,2905,1.3,0.54,422,997,2013
3458,KARAPUZHA DAM AT WAYANAD,3,26.4,6.9,7.4,112,0.5,0.35,50,67,2013
1571,"R KARINGODE AT KAKKADAVU,  3",3,29.6,7,6.9,51,1.1,0.18,44,317,2013
1155,"KARAMANA AT MOONNATTUMUKKU, 3",3,27,3.1,7.2,1416,13.2,4.41,2992,19917,2013
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",3,26.3,7,7.1,30,0.5,0.32,211,496,2013
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,3,30,6.1,7,59,1.8,0.58,89,282,2013
2301,R KAVVAI AT KUTTIYOL PALAM,3,28,6,6.4,61,2.1,0.28,87,300,2013
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,3,30.1,6.3,7,105,2.8,0.37,142,543,2013
2326,R KORAYAR AT KANJIKODE,3,27.9,6.9,8.1,502,0.9,0.72,382,615,2013
1569,"R KUPPAM AT THALIPARAMBA, 3",3,27,5.9,6.7,14662,1.5,0.52,144,377,2013
2298,R KUPPAM AT RAYAROM,3,26,7.8,6.8,49,1.4,0.3,122,319,2013
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, 3",3,27.7,7.1,7.4,380,1,0.14,1527,66382,2013
1568,"R MAHE AT VALAYAM, 3",3,27.1,7.3,7.2,67,0.9,0.38,6490,3471,2013
2285,R MAMOM AT MAMOM BRIDGE,3,26.5,6.2,7.2,51,0.8,0.23,331,942,2013
1340,"MANIMALA  AT KALLOOPARA, 3",3,28.5,7.2,6.8,69,1.2,0.45,706,941,2013
1384,"MANIMALA AT THONDRA, 3",3,28.7,6.9,6.7,75,2.5,0.4,526,701,2013
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",3,25.7,6.3,7.4,113,0.6,0.88,98,128,2013
2307,R MANJESWAR AT BAJRAKKARA BR.,3,29.3,7.6,6.8,79,1.6,0.31,48,109,2013
1339,"MEENACHIL AT KIDANGOOR, 3",3,27,7,7.2,57,0.6,0.46,2117,3558,2013
2304,R MOGRAL AT MOGRAL BR.,3,30.9,5.9,7,22576,1.5,0.35,42,253,2013
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, 3",3,27.1,6.8,7.2,105,0.6,0.39,1200,2392,2013
2302,R NEELASWARAM AT NAMBIARKAL DAM,3,30.3,6.3,6.7,2315,1.3,0.17,55,278,2013
1570,"R NEELESWARAM AT HOSDURG, 3",3,30.4,6.4,6.9,18569,1,0.27,40,277,2013
1563,"R NEYYAR AT AMARAVILA, 3",3,26.2,6.6,7.3,45,0.6,0.39,228,940,2013
2284,R NEYYAR AT ARUVIPURAM,3,26.2,6.9,7.2,42,0.5,0.18,151,774,2013
2288,R PALLICKAL AT NELLIMUKAL,3,25.1,6,7.3,92,1.7,0.56,256,597,2013
1156,"PAMBA AT CHENGANNUR, 3",3,27.4,6.1,7.2,59,0.7,1.04,181,311,2013
1341,"PAMBA AT THAKAZHY, 3",3,28.1,4.5,6.9,1190,0.7,1.17,218,388,2013
1565,"PAMBA DOWN, 3",3,28.3,4.2,7,69,0.6,1.04,240,420,2013
17,"PERIYAR NEAR ALWAYENANELOOR, 3",3,28.2,6,7,5569,2.2,0.68,473,1894,2013
18,"PERIYAR AT KALADY, 3",3,27.2,7.3,7,34,1,0.27,234,927,2013
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, 3",3,27.4,6.3,7,44,1.6,0.32,487,1876,2013
2333,RIVER PERIYAR AT MUPPATHADAM,3,28.2,6.4,7.2,49,1.4,0.23,362,1357,2013
2334,RIVER PERIYAR AT PATHALAM,3,27.9,5.9,7,3272,2.2,0.62,330,1284,2013
2335,R PERIYAR AT KALAMASSERY,3,27.3,4.6,7,65,1.7,0.28,631,1937,2013
2336,R PERIYAR AT PURAPPALLIKAVU,3,28.2,6.5,6.9,4650,2,1,340,1573,2013
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",3,28.2,6.5,7,42,1.4,1,249,1221,2013
2300,R PERUVAMBA AT CHANDAPPURA,3,26.7,6.4,6.4,45,1.2,1,142,376,2013
2303,R PULLUR AT PULLUR BR.,3,28,6,6.1,56,1.2,0,136,438,2013
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,3,29.7,5.3,6.8,99,2.8,0.79,106,523,2013
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,3,28.2,3.6,6.5,22131,1.8,0.95,105,261,2013
2305,R SHRIYA AT ANGADIMOGARU,3,28.9,6.9,6.7,66,1.8,0,93,205,2013
2296,R THALLASSERY AT PATHIPPALAM,3,26.4,6,6.6,67,1.5,3.69,168,398,2013
2292,R THIRUR AT THALAKKADATHUR BRIDGE,3,30,4.9,6.8,9107,1.6,1,208,614,2013
2306,R UPPALA AT  UPPALA BR.,3,30.8,6.3,7,18931,1.4,1,34,201,2013
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",3,27.8,6.6,6.8,15525,1.1,0.06,149,347,2013
1442,"VAMANAPURAM, 3",3,26.7,7.1,7.5,46,0.8,1,239,1097,2013
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",4,27,6,7.3,432,1.2,3,3,78,2013
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",4,26.8,6.1,7.7,328,1.2,1,3,211,2013
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",4,19,5.8,7.8,707,0.6,0.85,2,1100,2013
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",4,21.4,6.1,8,674,0.9,1,2,1260,2013
1444,"KALI AT D/S WEST COAST PAPER MILL, 5",5,27.1,7.3,7.3,164,2.3,1,115,336,2013
2780,"KALI AT U/S OF WCPM, DANDELI, 5",5,26.3,7.6,7.4,122,2.4,1,223,834,2013
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,5,28.3,6.5,7.1,95,1,0,156,212,2013
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,5,27.9,6.5,7.1,56,1,0,30,79,2013
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",18,23.4,7.5,7.8,237,1.4,0.89,8281,18918,2013
2424,BUDHABALANGA AT BALASORE D/S,18,23.5,7.6,7.6,3688,2.3,2.66,19264,32918,2013
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",18,22.4,7.3,7.5,82,1.2,1.58,15816,17512,2013
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",18,26.8,7.5,8,202,1.4,1.89,11771,23191,2013
1642,"NAGAVALLI AT JAYKAYPUR D/S, 18",18,26.5,7.3,7.9,232,2.9,2.23,9026,30836,2013
1643,"NAGAVALLI AT RAYAGADA D/S, 18",18,22,7.4,7.9,246,2.3,1.9,1850,3900,2013
1455,"RUSHIKULYA AT GANJAM U/S, 18",18,27.6,6.9,8.1,3960,2,2.26,19058,22523,2013
1456,"RUSHIKULYA AT GANJAM D/S, 18",18,26.8,7,8,28222,1.8,2.54,16613,10469,2013
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),18,25.6,7.2,7.8,201,1.3,1.59,29937,31034,2013
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),18,26.5,7.3,8,221,1.2,2.26,16103,5289,2013
1685,"ARASALAR RIVER KARAIKAL REGION, 7",7,24,NAN,7.8,NAN,1,1,NAN,NAN,2013
2442,GAUTAMINANGODAVARI RIVER,7,28,8,7.7,401,NAN,1,NAN,NAN,2013
2443,GAUTAMINANGODAVARI RIVER,7,28,8,8.2,1886,4,1,NAN,NAN,2013
2444,CORINGA RIVER,7,28,7,8.2,742,5,1,NAN,NAN,2013
2445,MAHE RIVER,7,27,7,6.4,149,4,1,NAN,NAN,2013
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, 8",8,27.8,6.7,7.5,1088,1.7,0,194,474,2013
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,8",8,23.4,7.2,6.5,73,3.1,0,19,59,2013
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,8",8,25.4,6.7,6.3,98,3.3,1.5,21,74,2013
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,8.",8,26.3,6.3,6.5,143,4,4,38,124,2013
1162,"TAMBIRAPARANI AT MURAPPANADU, 8",8,29,6.6,6.9,260,5.4,1,17,53,2013
1328,"TAMBIRAPARANI AT PAPPANKULAM,8",8,24.6,7.1,6.3,71,3.5,1,24,82,2013
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, 8",8,23.5,6.9,6.3,65,3.5,0,17,52,2013
1330,"TAMBIRAPARANI AT ARUMUGANERI, 8",8,29,7.3,7.1,607,3.6,0.88,33,104,2013
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, 8",8,27,6.1,7,446,5.2,0.56,26,77,2013
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, 8",8,24,6.9,6.4,94,3.2,1.59,20,65,2013
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, 8",8,28.7,6.8,6.8,451,9.4,0.55,22,58,2013
